#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
war_elephants;War Beasts;;;;;;;;;;;;x;
war_elephants_offensive;War Beasts Offensive;;;;;;;;;;;;x;
war_elephants_defensive;War Beasts Defensive;;;;;;;;;;;;x;
war_elephants_morale;War Beasts Morale;;;;;;;;;;;;x;
tp_wall_q_1;Temple Fortifications;Fortifications de l'église;Kirchen-Befestigung;;Fortificaciones de la Iglesia;;;;;;;;;x
tp_town_6;Temple Town;Bourg;Kirchenstädtchen;;Pueblo de iglesia;;;;;;;;;x
tp_school_1;Temple School;École monastique;Klosterschule;;Escuela monástica;;;;;;;;;x
tp_school_2;Temple University;École cathédrale;Domschule;;Colegio catedralicio;;;;;;;;;x
tp_wall_q_1_desc;This shallow moat surrounding the temple provides another obstacle for attackers to overcome.;Ces douves peu profondes entourant l'église forment un autre obstacle à surmonter pour les assaillants.;Dieser seichte Burggraben, der die Kirche umgibt, bietet ein weiteres Hindernis, das Angreifer überwinden müssen. ;;El poco profundo foso que rodea la iglesia es un obstáculo más que los atacantes deben superar.;;;;;;;;;x
tp_wall_q_2_desc;This gatehouse defends the entrance to the temple, and makes it easier to control who comes in and who leaves.;Ce corps-de-garde protège l'entrée de l'église. Il est ainsi plus simple de contrôler qui y entre et qui en sort.;Dieses Pförtnerhaus verteidigt den Eingang der Kirche und vereinfacht die Kontrolle darüber, wer reinkommt und wer geht.;;Esta puerta defiende la entrada de la iglesia y permite controlar más fácilmente quién entra y quién sale. ;;;;;;;;;x
tp_wall_3_desc;These stone walls surround the temple and must be overcome by any attacker.;Ces murs de pierre entourent l'église et doivent être surmontés par tout attaquant.;Diese Steinmauern umgeben die Kirche und müssen von jedem Angreifer überwunden werden. ;;Estas murallas de piedra rodean la iglesia y deben ser superadas por cualquier atacante.;;;;;;;;;x
tp_wall_4_desc;These large walls surround the temple and must be overcome by any attacker.;Ces grands murs de pierre entourent l'église et doivent être surmontés par tout attaquant.;Diese großen Mauern umgeben die Kirche und müssen erst von jedem Angreifer überwunden werden. ;;Estas grandes murallas rodean la iglesia y deben ser superadas por cualquier atacante.;;;;;;;;;x
tp_wall_5_desc;These massive walls surround the temple and must be overcome by any attacker.;Ces massifs murs de pierre entourent l'église et doivent être surmontés par tout attaquant.;Diese massiven Mauern umgeben die Kirche und müssen erst von jedem Angreifer überwunden werden. ;;Estas enormes murallas rodean la iglesia y deben ser superadas por cualquier atacante.;;;;;;;;;x
tp_monastery_1_desc;This temple serves as the spiritual center of the local worshippers.;Cette église est le centre spirituel de la communauté locale.;Diese Kirche dient als spirituelles Zentrum für die ansässige Gemeinde.;;Esta iglesia constituye el centro espiritual de la comunidad local. ;;;;;;;;;x
tp_monastery_2_desc;People from across the realm come here to visit this impressive temple. It serves as a major landmark, and it can be seen from far away.;Des gens viennent de tout le royaume visiter cette impressionnante cathédrale. Elle est un point de repère important et ses clochers peuvent être vus de très loin.;Menschen aus dem ganzen Reich kommen her, um die beeindruckende Kathedrale zu besuchen. Sie dient als bedeutendes Wahrzeichen, dessen Turmspitzen von Weitem zu sehen sind. ;;Personas de todo el territorio vienen para visitar esta impresionante catedral. Constituye un importante lugar de interés, cuyas agujas se divisan a gran distancia.;;;;;;;;;x
tp_barracks_1_desc;When necessary, peasants from the local farms are conscripted into the temple's militia and stationed here.;Lorsqu'il le faut, des paysans des fermes avoisinantes sont conscrits dans la milice de l'église et sont postés ici.;Falls nötig, werden die ansässigen Bauern in die Kirchen-Miliz eingezogen und hier stationiert. ;;En caso necesario, se reclutan campesinos de las haciendas locales para la milicia eclesiástica y se apostan aquí. ;;;;;;;;;x
tp_elite_barracks_1_desc;These sacred warriors have sworn to defend this temple with their lives.;Ces saints guerriers ont juré de défendre leur église au péril de leur vie.;Diese heiligen Krieger haben geschworen, die Kirche mit ihren Leben zu verteidigen. ;;Estos guerreros santos han jurado defender esta iglesia con su vida. ;;;;;;;;;x
tp_town_1_desc;This small village of devout peasants has formed around the temple.;Ce petit village de paysans pieux a été érigé autour de l'église.;Dieses kleine Dorf gläubiger Bauern hat sich um diese Kirche niedergelassen.;;Esta pequeña aldea de campesinos fieles se ha formado alrededor de la iglesia. ;;;;;;;;;x
tp_town_2_desc;This town of devout peasants has formed around the temple.;Cette ville de paysans pieux a été érigée autour de l'église.;Diese Stadt gläubiger Bauern hat sich um diese Kirche niedergelassen.;;Este pueblo de campesinos fieles se ha formado alrededor de la iglesia. ;;;;;;;;;x
tp_town_3_desc;This large town of devout peasants has formed around the temple.;Cette grande ville de paysans pieux a été érigée autour de l'église.;Diese große Stadt gläubiger Bauern hat sich um diese Kirche niedergelassen.;;Esta gran ciudad de campesinos fieles se ha formado alrededor de la iglesia. ;;;;;;;;;x
tp_town_4_desc;The small village that once surrounded this temple has turned into a large city, with thousands of inhabitants calling it their home.;Le petit village qui s'est un jour construit autour de l'église est devenu une grande cité où des milliers d'habitants ont trouvé leur chez-soi.;Das kleine Dorf, das diese Kirche einmal umgeben hat, hat sich zu einer großen Stadt mit Tausenden Einwohnern gemausert, die sie als ihre Heimat bezeichnen.;;La pequeña aldea que una vez rodeó esta iglesia se ha convertido en una gran ciudad, a la que miles de habitantes consideran su hogar. ;;;;;;;;;x
tp_town_5_desc;The small village that once surrounded this temple has turned into a bustling metropolis, with thousands of inhabitants calling it their home.;Le petit village qui s'est un jour construit autour de l'église est devenu une métrople achalandée où des milliers d'habitants ont trouvé leur chez-soi.;Das kleine Dorf, das diese Kirche einmal umgeben hat, hat sich zu einer geschäftigen Metropole mit Tausenden Einwohnern gemausert, die sie als ihre Heimat bezeichnen.;;La pequeña aldea que una vez rodeó esta iglesia se ha convertido en una bulliciosa metrópoli, a la que miles de habitantes consideran su hogar. ;;;;;;;;;x
tp_school_1_desc;This school teaches many subjects and is a center of high learning, but the students enrolled here primarily study to prepare themselves for future careers in the priesthood.;De nombreux sujets sont enseignés dans cette école et c'est un rare lieu de hautes études. Toutefois, les étudiants qui y sont enrôlés se préparent principalement à une carrière au sein du clergé. Les filles n'y sont pas admises.;Diese Schule unterrichtet viele Fächer und ist ein seltenes Zentrum der höheren Lehre, doch die Schüler, die hier eingeschrieben sind, studieren hier hauptsächlich, um sich auf ihre zukünftigen Karrieren im Klerus vorzubereiten. Mädchen sind nicht erlaubt. ;;Esta escuela imparte numerosas materias y es un centro poco habitual para la formación superior, aunque la mayoría de los estudiantes matriculados en ella se preparan para su futura carrera en el clero. No se admiten mujeres.;;;;;;;;;x

ca_culture_saxon_english_1;Deepwood Scout Grove;Archerie d’arc long;Langbogen-Schießplatz;;Arquería de arco largo;;;;;;;;;x
ca_culture_saxon_english_2;Deepwood Scout Grove;Archerie d’arc long;Langbogen-Schießplatz;;Arquería de arco largo;;;;;;;;;x
ca_culture_saxon_english_3;Deepwood Scout Grove;Archerie d’arc long;Langbogen-Schießplatz;;Arquería de arco largo;;;;;;;;;x
ca_culture_saxon_english_4;Deepwood Scout Grove;Archerie d’arc long;Langbogen-Schießplatz;;Arquería de arco largo;;;;;;;;;x
ca_culture_saxon_english_1_desc;The Deepwood Scouts patrol the darker, more dangerous sections of the forest deemed too risky for other Glade Guard to enter, they're masters of ambushes and archery.;La forte tradition de tir à l'arc en Angleterre et au Pays de Galles produit d'excellents archers. Ils peuvent s'exercer ici avec leur puissants arcs.;Die starke Tradition des Bogenschießens in England und Wales hat exzellente Bogenschützen hervorgebracht. Hier können sie mit ihren mächtigen Langbögen üben. ;;La fuerte tradición con la que cuenta el tiro con arco en Inglaterra y Gales produce unos arqueros excelentes. Aquí pueden entrenarse con sus poderosos arcos largos. ;;;;;;;;;x
ca_culture_nahuatl_1;Jaguar Warrior Lodge;Hutte de guerrier jaguar;Jaguarkriegerhütte;;Campamento de Guerreros Jaguar;;;;;;;;;x
ca_culture_nahuatl_2;Jaguar Warrior Lodge;Hutte de guerrier jaguar;Jaguarkriegerhütte;;Campamento de Guerreros Jaguar;;;;;;;;;x
ca_culture_nahuatl_3;Jaguar Warrior Lodge;Hutte de guerrier jaguar;Jaguarkriegerhütte;;Campamento de Guerreros Jaguar;;;;;;;;;x
ca_culture_nahuatl_4;Jaguar Warrior Lodge;Hutte de guerrier jaguar;Jaguarkriegerhütte;;Campamento de Guerreros Jaguar;;;;;;;;;x
ca_culture_nahuatl_1_desc;The fearless Amazon Jaguar warriors are trained here. The Jaguar Warriors are considered to be the all-out fighting troops and full time warriors. The brute force of the Amazonian army, they wear Jaguar skins over their heads with their faces peering out beneath the jaguar mouth.;Les intrépides guerriers de l’ordre des guerriers jaguars s’entraînent ici. Ils représentent l’élite de la machine de guerre aztèque et de nombreuses armées sont connues pour leur déroute à la simple vue des fourrures qui couvrent l’armure des guerriers jaguars.;Hier werden die furchtlosen Krieger des Jaguarordens ausgebildet. Sie sind die Elite der aztekischen Kriegsmaschine und haben schon ganze Armeen durch die bloße Erscheinung ihrer bepelzten Rüstungen in die Flucht geschlagen.;;Aquí se entrenan los valientes guerreros de la Orden del Jaguar. Representan la unidad de élite de los ejércitos aztecas y se dice que el sólo vislumbrar la piel que cubre sus petos causaron el terror en muchos ejércitos.;;;;;;;;;x
ca_culture_frank_norman_german_1_desc;Here Knights of the Realm, Questing Knights and Errant Knights face off against each other in jousting tournaments and other chivalrous competitions.;Ici, les chevaliers se joutent face à face, en tournois et autres compétitions chevaleresques.;Hier treten Ritter auf Turnierkämpfen beim Lanzenstechen, oder anderen ritterlichen Wettbewerben, gegeneinander an. ;;Aquí los caballeros se enfrentan unos contra otros en torneos de justas y otras competiciones caballerescas. ;;;;;;;;;x
ca_culture_group_byzantine_1;Cataphract Training Ground;Terrain d'entraînement des cataphractaires;Kataphrakt-Reitgelände;;Campo de Entrenamiento de Catafracta;;;;;;;;;x;
ca_culture_group_byzantine_2;Cataphract Training Ground;Terrain d'entraînement des cataphractaires;Kataphrakt-Reitgelände;;Campo de Entrenamiento de Catafracta;;;;;;;;;x;
ca_culture_group_byzantine_3;Cataphract Training Ground;Terrain d'entraînement des cataphractaires;Kataphrakt-Reitgelände;;Campo de Entrenamiento de Catafracta;;;;;;;;;x;
ca_culture_group_byzantine_4;Cataphract Training Ground;Terrain d'entraînement des cataphractaires;Kataphrakt-Reitgelände;;Campo de Entrenamiento de Catafracta;;;;;;;;;x;
ca_culture_group_byzantine_1_desc;Both the horse and rider are clad in iron scales in these heavily armored cavalry formations. The cataphracts are a fearsome sight on the battlefield, and few armies can withstand one of their massed charges. The Myken developed these fast shock units to fend off the constant Greenskin incursions from the Badlands.;Le cheval et le cavalier sont tous deux revêtus d'écailles de fer dans ces cavaleries aux armures lourdes. Les cataphractaires offrent un terrifiant spectacle sur les champs de bataille, et peu d'armées peuvent résister lorsqu'ils chargent en bloc.;Sowohl Pferd als auch Reiter sind in diesen schweren Kavallerieformationen in Eisenschuppen gewandet. Die Kataphrakte sind ein beängstigender Anblick auf dem Schlachtfeld und nur wenige Armeen können einem ihrer geballten Vorstöße standhalten.;;En estas formaciones de caballería fuertemente acorazadas, tanto el caballo como el jinete están revestidos con una armadura. Los catafractos son temibles en el campo de batalla y son pocos los ejércitos que pueden resistir sus cargas masivas. ;;;;;;;;;x
ca_culture_somali_1;Bayaji Jungle Warrior Lodge;Caserne d'infanterie légère somalie;Kaserne der somalischen Infanterie;;Cuartel de Infantería Ligera Somalí;;;;;;;;;x;;
ca_culture_somali_2;Bayaji Jungle Warrior Lodge;Caserne d'infanterie légère somalie;Kaserne der somalischen Infanterie;;Cuartel de Infantería Ligera Somalí;;;;;;;;;x;;
ca_culture_somali_3;Bayaji Jungle Warrior Lodge;Caserne d'infanterie légère somalie;Kaserne der somalischen Infanterie;;Cuartel de Infantería Ligera Somalí;;;;;;;;;x;;
ca_culture_somali_4;Bayaji Jungle Warrior Lodge;Caserne d'infanterie légère somalie;Kaserne der somalischen Infanterie;;Cuartel de Infantería Ligera Somalí;;;;;;;;;x;;
ca_culture_somali_1_desc;The Bayaji tribesmen are experts of guerilla warfare, accustomed to ambushing their prey in the savannah of their homeland. This is where they train and hone their skills.;Une infanterie légère fortement entraînée est utilisée pour patrouiller et défendre les frontières du domaine du dirigeant somali. C'est ici qu'elle s'entraîne afin d'aiguiser ses habiletés.;Die bestens ausgebildete leichte Infanterie wird zur Bewachung und Verteidigung des Gebiets eines somalischen Herrschers eingesetzt. Hier trainieren und perfektionieren die Soldaten ihr Können.;;La Infantería ligera altamente formada se usa para patrullar y defender las fronteras de los dominios de un gobernante somalí. Aquí es donde entrenan y perfeccionan sus estilos.;;;;;;;;;x;;
ca_culture_west_african_1;Wasai Free Warrior Lodge;Hutte de guerriers libres;Kriegerhütte;;Campamento para los Guerreros;;;;;;;;;x
ca_culture_west_african_2;Wasai Free Warrior Lodge;Hutte de guerriers libres;Kriegerhütte;;Campamento para los Guerreros;;;;;;;;;x
ca_culture_west_african_3;Wasai Free Warrior Lodge;Hutte de guerriers libres;Kriegerhütte;;Campamento para los Guerreros;;;;;;;;;x
ca_culture_west_african_4;Wasai Free Warrior Lodge;Hutte de guerriers libres;Kriegerhütte;;Campamento para los Guerreros;;;;;;;;;x
ca_culture_west_african_1_desc;These free warriors from the Wasai jungle tribes come armed with bows and poisoned arrows.;Ces guerriers libres de la caste des Horon sont armés d'arcs et de flèches empoisonnées.;Diese freien Krieger der Horon-Kaste kommen bewaffnet mit Bögen und vergifteten Pfeilen. ;;Estos guerreros libres de la casta de los horones van armados con arcos y flechas envenenadas. ;;;;;;;;;x
ca_culture_dutch_1;Citizen Militia Quarters;Quartiers des porteurs de godendac;Goedendag-Milizquartiere;;Campo de entrenamiento de milicia de Goedendag;;;;;;;;;x;
ca_culture_dutch_2;Citizen Militia Quarters;Quartiers des porteurs de godendac;Goedendag-Milizquartiere;;Campo de entrenamiento de milicia de Goedendag;;;;;;;;;x;
ca_culture_dutch_3;Citizen Militia Quarters;Quartiers des porteurs de godendac;Goedendag-Milizquartiere;;Campo de entrenamiento de milicia de Goedendag;;;;;;;;;x;
ca_culture_dutch_4;Citizen Militia Quarters;Quartiers des porteurs de godendac;Goedendag-Milizquartiere;;Campo de entrenamiento de milicia de Goedendag;;;;;;;;;x;
ca_culture_dutch_1_desc;The Asur typically field citizen militias, armed with spears and bows. They have proved themselves time and time again, against Ulthuan's enemies.;Ces milices urbaines tirent leur nom du godendac flamand, leur arme de prédilection. Elles ont plus d'une fois fait leurs preuves contre la cavalerie lourde.;Diese  städtische Miliz ist nach dem flämischen Morgenstern benannt, den sie im Kampf bevorzugen. Sie haben sich mehr als einmal gegen gepanzerte Kavallerie behauptet.;;Estas milicias urbanas llevan el nombre de la maza flamenca Goedendag que esgrimen en la batalla. Se han medido en más de una ocasión contra la caballería acorazada. ;;;;;;;;;x
ca_culture_group_south_slavic_1;Caravan Guard Stables;Terrain d'entraînement des gusars;Gusaren-Reitgelände;;Campo de entrenamiento de Gusar;;;;;;;;;x;
ca_culture_group_south_slavic_2;Caravan Guard Stables;Terrain d'entraînement des gusars;Gusaren-Reitgelände;;Campo de entrenamiento de Gusar;;;;;;;;;x;
ca_culture_group_south_slavic_3;Caravan Guard Stables;Terrain d'entraînement des gusars;Gusaren-Reitgelände;;Campo de entrenamiento de Gusar;;;;;;;;;x;
ca_culture_group_south_slavic_4;Caravan Guard Stables;Terrain d'entraînement des gusars;Gusaren-Reitgelände;;Campo de entrenamiento de Gusar;;;;;;;;;x;
ca_culture_group_south_slavic_1_desc;Being a wandering people, the Strigany often train and equip the strongest of their own to guard their travelling caravans. In times of war, they are called to serve as support cavalry.;Cette cavalerie légère trouve son origine en Serbie. Ses membres sont armés de lances et de boucliers et servent surtout à appuyer les autres unités. Ils chargent l'ennemi dès que l'occasion se présente.;Diese leichte Kavallerie-Streitmacht kann seine Herkunft bis nach Serbien zurückverfolgen. Bewaffnet mit Speeren und Schilden, dienen sie häufig in einer unterstützenden Weise, und greifen den Feind an, sobald sich ihnen eine Gelegenheit bietet.;;Los orígenes de esta caballería ligera se remontan a Serbia. Armada con lanzas y escudos, a menudo cumple una labor de apoyo y carga contra el enemigo tan pronto como se presenta la oportunidad.
VASSAL_BISHOPS;Vassal Priests;Évêques Vassaux;Bischöfe - Vasallen;;Obispos vasallos;;;;;;;;;x
AUTOCEPHALY_DRO;All $RELIGION$ kingdoms or empires also have their own autonomous High Priest. The Court Chaplain of such a kingdom or empire is also considered the religious leader of that realm. He will always do what his liege asks of him, but only the $REL_HEAD_TITLE$ can grant the Invasion Casus Belli. Each High Priest controls Excommunication within their respective realm.;En dehors des cinq Patriarches -la Pentarchie- tous les autres royaumes ou empires $RELIGION$ ont aussi leur propres Patriarches autonomes. Le chapelain de la cour des ces royaumes et empires est aussi considéré comme le Patriarche de ce royaume ou empire. Il fera toujours ce que son suzerain lui demandera, mais seulement le $REL_HEAD_TITLE$ peut accorder le Casus Belli d'invasion.Chaque Patriarche Autocéphale contrôle également les excommunions dans leur royaume respectif.;Neben den fünf ursprünglichen Patriarchen - der Pentarchie - haben auch alle anderen $RELIGION$en Königreiche und Kaiserreiche ihre eigenen autonomen Patriarchen. Der Hofkaplan eines solchen Reichs ist gleichzeitig auch der Patriarch des Reiches. Er wird grundsätzlich tun, was sein Lehnsherr von ihm verlangt, aber nur der $REL_HEAD_TITLE$ kann die Legitimation für eine Invasion gewähren. Jeder eigenständige Patriarch kontrolliert Exkommunikationen innerhalb seiner Jurisdiktion.;;Además de los cinco Patriarcas originales - la Pentarquía - todos los demás reinos o imperios $RELIGION$s tienen sus Patriarcas autocéfalos. El Capellán del correspondiente reino o imperio es considerado su Patriarca. Siempre hará lo que su Señor le pida, pero solo el $REL_HEAD_TITLE$ puede conceder el Casus Belli de Invasión. Cada Patriarca autocéfalo controla las excomuniones en su respectivo reino.;;;;;;;;;x
DEATH_SACRIFICED;was offered up as a sacrifice to $KILLER$'s Gods;a été offert en sacrifice aux Dieux de $KILLER$;wurde von $KILLER$ in einem Opferritual den heidnischen Göttern geopfert;;fue ofrecido en sacrificio a los dioses Paganos a manos de $ASESINOS$;;;;;;;;;x
DEATH_SACRIFICED_NO_KILLER;was offered up as a sacrifice to the Gods;a été offert en sacrifice aux Dieux;wurde in einem Opferritual den heidnischen Göttern geopfert;;fue ofrecido en sacrificio a los dioses Paganos;;;;;;;;;x
dwarf;Short;;;;;;;;;;;;;x
dwarf_desc;This character is of short stature;;;;;;;;;;;;;x
OPINION_OF_POPE;Opinion of Religious Head;;;;;;;;;;;;;x
STAT_LEARNING_DESC;Learning is the primary attribute of the Priest and affects the rate of technological innovation.;;;;;;;;;;;;;x
MAPMODE_DUCHIES_DESC;This map mode shows all the geographical and traditional ('de jure') duchies.;;;;;;;;;;;;;x
MAPMODE_KINGDOMS_DESC;This map mode shows all the geographical and traditional ('de jure') kingdoms.;;;;;;;;;;;;;x
MAPMODE_EMPIRES_DESC;This map mode shows all the geographical and traditional ('de jure') empires.;;;;;;;;;;;;;x
DEATH_SACRIFICED;was offered up in sacrifice by $KILLER$;;;;;;;;;;;;;x
DEATH_SACRIFICED_NO_KILLER;was offered up in sacrifice;;;;;;;;;;;;;x
title_master_of_the_hunt;Royal Huntsman;;;;;;;;;;;;;x
scholar_desc;This character leads the life of a scholar, poring over books and corresponding with the finest minds of world.;;;;;;;;;;;;;x
MAPMODE_DYNASTY_DESC;This map mode shows the ruling dynasties of each realm.;;;;;;;;;;;;;x
ARRANGE_BETROTHAL_DESC;Arrange a betrothal with one of the most eligible potential spouses.;;;;;;;;;;;;;x
ARRANGE_MARRIAGE_DESC;Arrange a marriage with one of the most eligible potential spouses.;;;;;;;;;;;;;x
EVTDESC100180;It's hard being a good [Root.Religion.GetName] these days, but my friend truly shocked me when I realized we did not share the same religion. My dear friend is a heretic!;;;;;;;;;;;;;x
EVTOPTA100180;I shall try to convert my friend to the one true faith!;;;;;;;;;;;;;x
EVTTOOLTIP100181;[Root.GetTitledFirstName] tries to convert [This.GetTitledFirstName] to a proper [Root.Religion.GetName];;;;;;;;;;;;;x
EVTOPTB100180;Who cares about religion anyway? I don't!;;;;;;;;;;;;;x
EVTTOOLTIP100182;[Root.GetTitledFirstName] accepts that [This.GetTitledFirstName] is a [This.Religion.GetName];;;;;;;;;;;;;x
EVTOPTD100180;I can't be friends with a heretic!;;;;;;;;;;;;;x
EVTTOOLTIP100184;[Root.GetTitledFirstName] is no longer friends with [This.GetTitledFirstName];;;;;;;;;;;;;x
EVTDESC100181;[From.GetTitledFirstName] is a devout [From.Religion.GetName], so when I told [From.GetHerHim] that I believed in [Root.Religion.GetRandomGodName] rather than [From.Religion.GetRandomGodName] I knew what [From.GetSheHe] was going to say. After a long, heated discussion about religion, considered disadvantages and advantages of our respective religions I decided to...;;;;;;;;;;;;;x
EVTOPTA100181;...keep my religion but lose my friend;;;;;;;;;;;;;x
EVTTOOLTIP100185;[Root.GetTitledFirstName] cannot be friends with someone who does not respect [Root.GetHerHis] religion;;;;;;;;;;;;;x
EVTOPTB100181;...keep my friend and convert to the [From.Religion.GetName] religion;;;;;;;;;;;;;x
EVTTOOLTIP100186;[Root.GetTitledFirstName] converts to [From.GetTitledFirstName]'s religion;;;;;;;;;;;;;x
EVTOPTC100181;...keep both my religion and my friend;;;;;;;;;;;;;x
EVTDESC100182;I feared what [From.GetTitledFirstName] would say when I told [From.GetHerHim] that I did not believe in [From.Religion.GetRandomGodName], that I am a devout [Root.Religion.GetName] and I would not give up my religion for anyone. [From.GetTitledFirstName] was more understanding than I would've thought [From.GetHerHim] to be, and after asking some questions [From.GetSheHe] seemed to accept me and my religion.;;;;;;;;;;;;;x
EVTOPTA100182;A friend like you is hard to find, [From.GetTitledFirstName];;;;;;;;;;;;;x
EVTDESC100184;It went exactly as I had feared - [From.GetTitledFirstName] couldn't accept me being a [Root.Religion.GetName] and condemned me and my religion. I tried to reason with [From.GetTitledFirstName] and told [From.GetHerHim] about all the similarities with [From.GetHerHis] religion and [From.Religion.GetName] but I was talking to deaf ears.;;;;;;;;;;;;;x
EVTOPTA100184; [From.GetTitledFirstName] decided [From.GetSheHe] couldn't be friends with a heretic;;;;;;;;;;;;;x
EVTDESC100185;I tried talking to [From.GetTitledFirstName], discuss, argue, everything! Nothing I said, nothing I did could convince [From.GetTitledFirstName] to abandon [From.GetHerHis] heretical ways and embrace the one true faith, the [Root.Religion.GetName] religion. Our disagreement about religion were never solved and [From.GetTitledFirstName] told me I was no longer [From.GetHerHis] friend...;;;;;;;;;;;;;x
EVTOPTA100185;I agree, we can no longer be friends;;;;;;;;;;;;;x
EVTDESC100186;The difference between a [Root.Religion.GetName] and a [From.Religion.GetName] is that...'\nI reasoned with [From.GetTitledFirstName] about [From.GetHerHis] religion and tried to explain why being a [From.Religion.GetName] in this day and age was a bad idea.;;;;;;;;;;;;;x
EVTOPTA100186;[From.GetTitledFirstName] decided to convert and become a [Root.Religion.GetName];;;;;;;;;;;;;x
EVTOPTB100186;[From.GetTitledFirstName] did not heed my warning;;;;;;;;;;;;;x
EVTDESC9023;Honoured [Root.GetTitle],\n\nI am not surprised that you would stoop so low, but your attempt to blackmail me is in vain. I have nothing to hide.\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTOPTALoR.886;Tell us more about this mythical realm of Ind.;;;;;;;;;;;;;x
employ_priest;Invite Priest to Court;;;;;;;;;;;;;x
employ_priest_desc;Scour the land for a priest to join my court and advise me on religious matters.;;;;;;;;;;;;;x
EVTOPTA20043;By [Root.Religion.GetRandomGodName], let me through!;;;;;;;;;;;;;x
EVTDESC20050;Your charity work in [Root.Location.GetName] goes well. [Root.Religion.GetRandomGodName] would approve of your Master's actions. Perhaps you should send word.;;;;;;;;;;;;;x
EVTOPTA20051;We can still do much good.;;;;;;;;;;;;;x
EVTDESC20049;Word has reached you that [From.GetTitledName], has given in to weakness and helped [From.GetHerselfHimself] to the alms [From.GetSheHe] was meant to distribute amongst the poor.;;;;;;;;;;;;;x
EVTDESC20046;[From.GetTitledName], was cornered by a desperate crowd of beggars in [From.Location.GetName] and has been seriously wounded while giving alms to the poor in your name. Charity can be dangerous work.;;;;;;;;;;;;;x
EVTDESC20047;[From.GetTitledName], who was performing charity work in your name, made the ultimate sacrifice when he was cornered by a desperate crowd of beggars in [From.Location.GetName] and trampled to death.;;;;;;;;;;;;;x
EVTDESC20042;[FromFrom.GetTitledName], reports that [From.GetTitledName] has been humbled by your endless generosity to the poor in [From.Location.GetName]. The peasants are singing your name!;;;;;;;;;;;;;x
EVTDESC73010;I have been reading [Root.Religion.GetScriptureName], and it claims that death is not something a true follower [Root.Religion.GetRandomGodName] should be afraid of.;;;;;;;;;;;;;x
EVTOPTB73011;Forgive me [Root.Religion.GetRandomGodName], for I have sinned.;;;;;;;;;;;;;x
impaler;Torturer;;;;;;;;;;;;;x
impaler_desc;This character likes to spend the nights in the dungeon, inventing new ways of torturing unfortunate victims.;;;;;;;;;;;;;x
EVTDESC3615;It is time to pass my legacy to my child! The torture methods I have refined, the secrets only I and other masters of he art know and the use of instruments of torture.;;;;;;;;;;;;;x
EVTDESC3616;My [GetFromRelation] [From.GetFirstName] asked me if I wanted to watch a prisoner being tortured. [From.GetSheHeCap] wants me to become a master torturer, just as [From.GetSheHe] [From.GetHerselfHimself].;;;;;;;;;;;;;x
