#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###General;;;;;;;;;;;;;;
#Tribal;;;;;;;;;;;;;;
duchy_of_imperial_group;Duchy of;;;;;;;;;;;;;x
kingdom_of_imperial_group;Grand County of;;;;;;;;;;;;;x
empire_of_imperial_group;Empire of;;;;;;;;;;;;;x
#City;;;;;;;;;;;;;;
city_baron_imperial_group;Mayor;;;;;;;;;;;;;x
city_count_imperial_group;Lord Mayor;;;;;;;;;;;;;x
city_duke_imperial_group;Lord Chancellor;;;;;;;;;;;;;x
city_king_imperial_group;Prince;;;;;;;;;;;;;x
city_emperor_imperial_group;Grand Prince;;;;;;;;;;;;;x
city_barony_of_imperial_group;City of;;;;;;;;;;;;;x
city_county_of_imperial_group;Free City of;;;;;;;;;;;;;x
city_duchy_of_imperial_group;League of;;;;;;;;;;;;;x
city_kingdom_of_imperial_group;Principality of;;;;;;;;;;;;;x
city_empire_of_imperial_group;Grand Principality of;;;;;;;;;;;;;x
###Bretonnian Group;;;;;;;;;;;;;;
#Barony;;;;;;;;;;;;;;
baron_bretonnian_group;Baron;;;;;;;;;;;;;x
baron_female_bretonnian_group;Baroness;;;;;;;;;;;;;x
count_bretonnian_group;Count;;;;;;;;;;;;;x
count_female_bretonnian_group;Countess;;;;;;;;;;;;;x
duke_bretonnian_group;Marquis;;;;;;;;;;;;;x
duke_female_bretonnian_group;Marquise;;;;;;;;;;;;;x
king_bretonnian_group;Duke;;;;;;;;;;;;;x
king_female_bretonnian_group;Duchess;;;;;;;;;;;;;x
emperor_bretonnian_group;King;;;;;;;;;;;;;x
emperor_female_bretonnian_group;Queen;;;;;;;;;;;;;x
barony_of_bretonnian_group;Barony of;;;;;;;;;;;;;x
county_of_bretonnian_group;County of;;;;;;;;;;;;;x
duchy_of_bretonnian_group;Marche of;;;;;;;;;;;;;x
kingdom_of_bretonnian_group;Grand Duchy of;;;;;;;;;;;;;x
empire_of_bretonnian_group;Kingdom of;;;;;;;;;;;;;x
#City;;;;;;;;;;;;;;
city_baron_bretonnian_group;Mayor;;;;;;;;;;;;;x
city_count_bretonnian_group;Lord Mayor;;;;;;;;;;;;;x
city_duke_bretonnian_group;Maire;;;;;;;;;;;;;x
city_king_bretonnian_group;Provost;;;;;;;;;;;;;x
city_emperor_bretonnian_group;Lord Provost;;;;;;;;;;;;;x
city_barony_of_bretonnian_group;City of;;;;;;;;;;;;;x
city_county_of_bretonnian_group;Free City of;;;;;;;;;;;;;x
city_duchy_of_bretonnian_group;League of;;;;;;;;;;;;;x
city_kingdom_of_bretonnian_group;Republic of;;;;;;;;;;;;;x
city_empire_of_bretonnian_group;Grand Republic of;;;;;;;;;;;;;x
###Kislevite Group;;;;;;;;;;;;;;
#Barony;;;;;;;;;;;;;;
baron_kislevite_group;Dvoryanin;;;;;;;;;;;;;x
baron_female_kislevite_group;Dvoryanka;;;;;;;;;;;;;x
count_kislevite_group;Boyar;;;;;;;;;;;;;x
count_female_kislevite_group;Boyarynya;;;;;;;;;;;;;x
duke_kislevite_group;Voievode;;;;;;;;;;;;;x
duke_female_kislevite_group;Voievode;;;;;;;;;;;;;x
king_kislevite_group;Prince;;;;;;;;;;;;;x
king_female_kislevite_group;Princess;;;;;;;;;;;;;x
emperor_kislevite_group;Tzar;;;;;;;;;;;;;x
emperor_female_kislevite_group;Tzarina;;;;;;;;;;;;;x
barony_of_kislevite_group;Khutor of;;;;;;;;;;;;;x
county_of_kislevite_group;Zupa of;;;;;;;;;;;;;x
duchy_of_kislevite_group;Voivodeship of;;;;;;;;;;;;;x
kingdom_of_kislevite_group;Oblast of;;;;;;;;;;;;;x
empire_of_kislevite_group;Tzardom of;;;;;;;;;;;;;x
#City;;;;;;;;;;;;;;
city_baron_kislevite_group;Starosta;;;;;;;;;;;;;x
city_count_kislevite_group;Stolnik;;;;;;;;;;;;;x
city_duke_kislevite_group;Posadnik;;;;;;;;;;;;;x
city_king_kislevite_group;Prince;;;;;;;;;;;;;x
city_emperor_kislevite_group;Grand Prince;;;;;;;;;;;;;x
city_barony_of_kislevite_group;City of;;;;;;;;;;;;;x
city_county_of_kislevite_group;Grand City of;;;;;;;;;;;;;x
city_duchy_of_kislevite_group;League of;;;;;;;;;;;;;x
city_kingdom_of_kislevite_group;Principality of;;;;;;;;;;;;;x
city_empire_of_kislevite_group;Grand Principality of;;;;;;;;;;;;;x
###Estalian Group;;;;;;;;;;;;;;
#Barony;;;;;;;;;;;;;;
baron_estalian_group;Baron;;;;;;;;;;;;;x
baron_female_estalian_group;Baroness;;;;;;;;;;;;;x
count_estalian_group;Count;;;;;;;;;;;;;x
count_female_estalian_group;Countess;;;;;;;;;;;;;x
duke_estalian_group;Duke;;;;;;;;;;;;;x
duke_female_estalian_group;Duchess;;;;;;;;;;;;;x
king_estalian_group;King;;;;;;;;;;;;;x
king_female_estalian_group;Queen;;;;;;;;;;;;;x
emperor_estalian_group;Imperator;;;;;;;;;;;;;x
emperor_female_estalian_group;Imperatrix;;;;;;;;;;;;;x
barony_of_estalian_group;Barony of;;;;;;;;;;;;;x
county_of_estalian_group;County of;;;;;;;;;;;;;x
duchy_of_estalian_group;Duchy of;;;;;;;;;;;;;x
kingdom_of_estalian_group;Kingdom of;;;;;;;;;;;;;x
empire_of_estalian_group;Empire of;;;;;;;;;;;;;x
#City;;;;;;;;;;;;;;
city_baron_estalian_group;Alcaide;;;;;;;;;;;;;x
city_count_estalian_group;Regidor;;;;;;;;;;;;;x
city_duke_estalian_group;Iudex;;;;;;;;;;;;;x
city_king_estalian_group;Prince;;;;;;;;;;;;;x
city_emperor_estalian_group;Grand Prince;;;;;;;;;;;;;x
city_barony_of_estalian_group;City of;;;;;;;;;;;;;x
city_county_of_estalian_group;Concejo of;;;;;;;;;;;;;x
city_duchy_of_estalian_group;Junta of;;;;;;;;;;;;;x
city_kingdom_of_estalian_group;Republic of;;;;;;;;;;;;;x
city_empire_of_estalian_group;Grand Republic of;;;;;;;;;;;;;x
###Tilean;;;;;;;;;;;;;;
#Barony;;;;;;;;;;;;;;
baron_tilean_group;Baron;;;;;;;;;;;;;x
baron_female_tilean_group;Baroness;;;;;;;;;;;;;x
count_tilean_group;Conte;;;;;;;;;;;;;x
count_female_tilean_group;Contessa;;;;;;;;;;;;;x
duke_tilean_group;Duca;;;;;;;;;;;;;x
duke_female_tilean_group;Duchessa;;;;;;;;;;;;;x
king_tilean_group;Prince;;;;;;;;;;;;;x
king_female_tilean_group;Princess;;;;;;;;;;;;;x
emperor_tilean_group;Imperator;;;;;;;;;;;;;x
emperor_female_tilean_group;Imperatrix;;;;;;;;;;;;;x
barony_of_tilean_group;Barony of;;;;;;;;;;;;;x
county_of_tilean_group;County of;;;;;;;;;;;;;x
duchy_of_tilean_group;Duchy of;;;;;;;;;;;;;x
kingdom_of_tilean_group;Principality of;;;;;;;;;;;;;x
empire_of_tilean_group;Empire of;;;;;;;;;;;;;x
#City;;;;;;;;;;;;;;
city_baron_tilean_group;Mayor;;;;;;;;;;;;;x
city_count_tilean_group;Lord Mayor;;;;;;;;;;;;;x
city_duke_tilean_group;Chancellor;;;;;;;;;;;;;x
city_king_tilean_group;Doge;;;;;;;;;;;;;x
city_emperor_tilean_group;Princeps;;;;;;;;;;;;;x
city_barony_of_tilean_group;City of;;;;;;;;;;;;;x
city_county_of_tilean_group;Grand City of;;;;;;;;;;;;;x
city_duchy_of_tilean_group;League of;;;;;;;;;;;;;x
city_kingdom_of_tilean_group;Republic of;;;;;;;;;;;;;x
city_empire_of_tilean_group;Grand Republic of;;;;;;;;;;;;;x
##Myken;;;;;;;;;;;;;;
#Barony;;;;;;;;;;;;;;
baron_myken_group;Baron;;;;;;;;;;;;;x
baron_female_myken_group;Baroness;;;;;;;;;;;;;x
count_myken_group;Count;;;;;;;;;;;;;x
count_female_myken_group;Countess;;;;;;;;;;;;;x
duke_myken_group;Doux;;;;;;;;;;;;;x
duke_female_myken_group;Douxa;;;;;;;;;;;;;x
king_myken_group;Prince;;;;;;;;;;;;;x
king_female_myken_group;Princess;;;;;;;;;;;;;x
emperor_myken_group;Basilius;;;;;;;;;;;;;x
emperor_female_myken_group;Basilissa;;;;;;;;;;;;;x
#City;;;;;;;;;;;;;;
city_duke_myken_group;Archon;;;;;;;;;;;;;x
city_king_myken_group;Grand Archon;;;;;;;;;;;;;x
###Sartosan;;;;;;;;;;;;;;
#Barony;;;;;;;;;;;;;;
#City;;;;;;;;;;;;;;
city_king_sartosan_group;Doge;;;;;;;;;;;;;x
city_emperor_sartosan_group;Princeps;;;;;;;;;;;;;x
###Norscan Group;;;;;;;;;;;;;;
#Tribal;;;;;;;;;;;;;;
tribal_baron_norscan_group;Chief;;;;;;;;;;;;;x
tribal_baron_female_norscan_group;Chieftess;;;;;;;;;;;;;x
tribal_count_norscan_group;Jarl;;;;;;;;;;;;;x
tribal_count_female_norscan_group;Jarlina;;;;;;;;;;;;;x
tribal_duke_norscan_group;Jerg;;;;;;;;;;;;;x
tribal_duke_female_norscan_group;Jergin;;;;;;;;;;;;;x
tribal_king_norscan_group;King;;;;;;;;;;;;;x
tribal_king_female_norscan_group;Queen;;;;;;;;;;;;;x
tribal_emperor_norscan_group;High King;;;;;;;;;;;;;x
tribal_emperor_female_norscan_group;High Queen;;;;;;;;;;;;;x
tribal_barony_of_norscan_group;Chiefdom of;;;;;;;;;;;;;x
tribal_county_of_norscan_group;Jarldom of;;;;;;;;;;;;;x
tribal_duchy_of_norscan_group;Jergdom of;;;;;;;;;;;;;x
tribal_kingdom_of_norscan_group;Kingdom of;;;;;;;;;;;;;x
tribal_empire_of_norscan_group;High Kingdom of;;;;;;;;;;;;;x
#Barony;;;;;;;;;;;;;;
baron_norscan_group;Chief;;;;;;;;;;;;;x
baron_female_norscan_group;Chieftess;;;;;;;;;;;;;x
count_norscan_group;Jarl;;;;;;;;;;;;;x
count_female_norscan_group;Jarlina;;;;;;;;;;;;;x
duke_norscan_group;Jerg;;;;;;;;;;;;;x
duke_female_norscan_group;Jergin;;;;;;;;;;;;;x
king_norscan_group;King;;;;;;;;;;;;;x
king_female_norscan_group;Queen;;;;;;;;;;;;;x
emperor_norscan_group;High King;;;;;;;;;;;;;x
emperor_female_norscan_group;High Queen;;;;;;;;;;;;;x
barony_of_norscan_group;Chiefdom of;;;;;;;;;;;;;x
county_of_norscan_group;Jarldom of;;;;;;;;;;;;;x
duchy_of_norscan_group;Jergdom of;;;;;;;;;;;;;x
kingdom_of_norscan_group;Kingdom of;;;;;;;;;;;;;x
empire_of_norscan_group;High Kingdom of;;;;;;;;;;;;;x
#City;;;;;;;;;;;;;;
city_baron_norscan_group;Hetman;;;;;;;;;;;;;x
city_baron_female_norscan_group;Hetwoman;;;;;;;;;;;;;x
city_count_norscan_group;Chief Hetman;;;;;;;;;;;;;x
city_count_female_norscan_group;Chief Hetwoman;;;;;;;;;;;;;x
city_duke_norscan_group;Elderman;;;;;;;;;;;;;x
city_duke_female_norscan_group;Elderwoman;;;;;;;;;;;;;x
city_king_norscan_group;Prince;;;;;;;;;;;;;x
city_king_female_norscan_group;Princess;;;;;;;;;;;;;x
city_emperor_norscan_group;Grand Prince;;;;;;;;;;;;;x
city_emperor_female_norscan_group;Grand Princess;;;;;;;;;;;;;x
city_barony_of_norscan_group;City of;;;;;;;;;;;;;x
city_county_of_norscan_group;Great City of;;;;;;;;;;;;;x
city_duchy_of_norscan_group;League of;;;;;;;;;;;;;x
city_kingdom_of_norscan_group;Principality of;;;;;;;;;;;;;x
city_empire_of_norscan_group;Grand Principality of;;;;;;;;;;;;;x
###Nehekharan;;;;;;;;;;;;;;
#Barony;;;;;;;;;;;;;;
baron_nehekharan_group;Lord;;;;;;;;;;;;;x
baron_female_nehekharan_group;Lady;;;;;;;;;;;;;x
count_nehekharan_group;Lord;;;;;;;;;;;;;x
count_female_nehekharan_group;Lady;;;;;;;;;;;;;x
duke_nehekharan_group;Prince;;;;;;;;;;;;;x
duke_female_nehekharan_group;Princess;;;;;;;;;;;;;x
king_nehekharan_group;King;;;;;;;;;;;;;x
king_female_nehekharan_group;Queen;;;;;;;;;;;;;x
emperor_nehekharan_group;High King;;;;;;;;;;;;;x
emperor_female_nehekharan_group;High Queen;;;;;;;;;;;;;x
barony_of_nehekharan_group;Citadel of;;;;;;;;;;;;;x
county_of_nehekharan_group;Province of;;;;;;;;;;;;;x
duchy_of_nehekharan_group;Principality of;;;;;;;;;;;;;x
kingdom_of_nehekharan_group;Kingdom of;;;;;;;;;;;;;x
empire_of_nehekharan_group;Empire of;;;;;;;;;;;;;x
#City;;;;;;;;;;;;;;
city_baron_nehekharan_group;Mayor;;;;;;;;;;;;;x
city_count_nehekharan_group;Vizier;;;;;;;;;;;;;x
city_duke_nehekharan_group;Lord Vizier;;;;;;;;;;;;;x
city_king_nehekharan_group;Vizier-King;;;;;;;;;;;;;x
city_emperor_nehekharan_group;Grand Vizier;;;;;;;;;;;;;x
city_barony_of_nehekharan_group;City of;;;;;;;;;;;;;x
city_county_of_nehekharan_group;Great City of;;;;;;;;;;;;;x
city_duchy_of_nehekharan_group;Domain of;;;;;;;;;;;;;x
city_kingdom_of_nehekharan_group;Great Domain of;;;;;;;;;;;;;x
city_empire_of_nehekharan_group;High Domain of;;;;;;;;;;;;;x
###Amazon Group;;;;;;;;;;;;;;
#Tribal;;;;;;;;;;;;;;
tribal_baron_amazon_group;Master;;;;;;;;;;;;;x
tribal_baron_female_amazon_group;Mistress;;;;;;;;;;;;;x
tribal_count_amazon_group;Chief;;;;;;;;;;;;;x
tribal_count_female_amazon_group;Chieftess;;;;;;;;;;;;;x
tribal_duke_amazon_group;Prince;;;;;;;;;;;;;x
tribal_duke_female_amazon_group;Princess;;;;;;;;;;;;;x
tribal_king_amazon_group;King;;;;;;;;;;;;;x
tribal_king_female_amazon_group;Queen;;;;;;;;;;;;;x
tribal_emperor_amazon_group;High King;;;;;;;;;;;;;x
tribal_emperor_female_amazon_group;High Queen;;;;;;;;;;;;;x
tribal_barony_of_amazon_group;Tribe of;;;;;;;;;;;;;x
tribal_county_of_amazon_group;Chiefdom of;;;;;;;;;;;;;x
tribal_duchy_of_amazon_group;Domain of;;;;;;;;;;;;;x
tribal_kingdom_of_amazon_group;Great Domain of;;;;;;;;;;;;;x
tribal_empire_of_amazon_group;High Domain of;;;;;;;;;;;;;x
#Barony;;;;;;;;;;;;;;
baron_amazon_group;Master;;;;;;;;;;;;;x
baron_female_amazon_group;Mistress;;;;;;;;;;;;;x
count_amazon_group;Lord;;;;;;;;;;;;;x
count_female_amazon_group;Lady;;;;;;;;;;;;;x
duke_amazon_group;Prince;;;;;;;;;;;;;x
duke_female_amazon_group;Princess;;;;;;;;;;;;;x
king_amazon_group;King;;;;;;;;;;;;;x
king_female_amazon_group;Queen;;;;;;;;;;;;;x
emperor_amazon_group;High King;;;;;;;;;;;;;x
emperor_female_amazon_group;High Queen;;;;;;;;;;;;;x
barony_of_amazon_group;Stronghold of;;;;;;;;;;;;;x
county_of_amazon_group;Chiefdom of;;;;;;;;;;;;;x
duchy_of_amazon_group;Domain of;;;;;;;;;;;;;x
kingdom_of_amazon_group;Great Domain of;;;;;;;;;;;;;x
empire_of_amazon_group;High Domain of;;;;;;;;;;;;;x
#City;;;;;;;;;;;;;;
city_baron_amazon_group;Mayor;;;;;;;;;;;;;x
city_baron_female_amazon_group;Mayor;;;;;;;;;;;;;x
city_count_amazon_group;Lord Mayor;;;;;;;;;;;;;x
city_count_female_amazon_group;Lady Mayor;;;;;;;;;;;;;x
city_duke_amazon_group;Prince-Mayor;;;;;;;;;;;;;x
city_duke_female_amazon_group;Princess-Mayor;;;;;;;;;;;;;x
city_king_amazon_group;Grand Prince;;;;;;;;;;;;;x
city_king_female_amazon_group;Grand Princess;;;;;;;;;;;;;x
city_emperor_amazon_group;High Prince;;;;;;;;;;;;;x
city_emperor_female_amazon_group;High Princess;;;;;;;;;;;;;x
city_barony_of_amazon_group;City of;;;;;;;;;;;;;x
city_county_of_amazon_group;Great City of;;;;;;;;;;;;;x
city_duchy_of_amazon_group;Domain of;;;;;;;;;;;;;x
city_kingdom_of_amazon_group;Great Domain of;;;;;;;;;;;;;x
city_empire_of_amazon_group;High Domain of;;;;;;;;;;;;;x
###Arabyan Group;;;;;;;;;;;;;;
#Tribal;;;;;;;;;;;;;;
tribal_baron_arabyan_group;Sheikh;;;;;;;;;;;;;x
tribal_baron_female_arabyan_group;Sheikha;;;;;;;;;;;;;x
tribal_count_arabyan_group;Wali;;;;;;;;;;;;;x
tribal_count_female_arabyan_group;Wali;;;;;;;;;;;;;x
tribal_duke_arabyan_group;Emir;;;;;;;;;;;;;x
tribal_duke_female_arabyan_group;Emira;;;;;;;;;;;;;x
tribal_king_arabyan_group;Sultan;;;;;;;;;;;;;x
tribal_king_female_arabyan_group;Sultana;;;;;;;;;;;;;x
tribal_emperor_arabyan_group;Caliph;;;;;;;;;;;;;x
tribal_emperor_female_arabyan_group;Calipha;;;;;;;;;;;;;x
tribal_barony_of_arabyan_group;Sheikhdom of;;;;;;;;;;;;;x
tribal_county_of_arabyan_group;Wilayah of;;;;;;;;;;;;;x
tribal_duchy_of_arabyan_group;Emirate of;;;;;;;;;;;;;x
tribal_kingdom_of_arabyan_group;Sultanate of;;;;;;;;;;;;;x
tribal_empire_of_arabyan_group;Caliphate of;;;;;;;;;;;;;x
tribal_barony_arabyan_group;Sheikhdom;;;;;;;;;;;;;x
tribal_county_arabyan_group;Wilayah;;;;;;;;;;;;;x
tribal_duchy_arabyan_group;Emirate;;;;;;;;;;;;;x
tribal_kingdom_arabyan_group;Sultanate;;;;;;;;;;;;;x
tribal_empire_arabyan_group;Caliphate;;;;;;;;;;;;;x
#Barony;;;;;;;;;;;;;;
baron_arabyan_group;Sheikh;;;;;;;;;;;;;x
baron_female_arabyan_group;Sheikha;;;;;;;;;;;;;x
count_arabyan_group;Wali;;;;;;;;;;;;;x
count_female_arabyan_group;Wali;;;;;;;;;;;;;x
duke_arabyan_group;Emir;;;;;;;;;;;;;x
duke_female_arabyan_group;Emira;;;;;;;;;;;;;x
king_arabyan_group;Sultan;;;;;;;;;;;;;x
king_female_arabyan_group;Sultana;;;;;;;;;;;;;x
emperor_arabyan_group;Caliph;;;;;;;;;;;;;x
emperor_female_arabyan_group;Calipha;;;;;;;;;;;;;x
barony_of_arabyan_group;Sheikhdom of;;;;;;;;;;;;;x
county_of_arabyan_group;Wilayah of;;;;;;;;;;;;;x
duchy_of_arabyan_group;Emirate of;;;;;;;;;;;;;x
kingdom_of_arabyan_group;Sultanate of;;;;;;;;;;;;;x
empire_of_arabyan_group;Caliphate of;;;;;;;;;;;;;x
barony_arabyan_group;Sheikhdom;;;;;;;;;;;;;x
county_arabyan_group;Wilayah;;;;;;;;;;;;;x
duchy_arabyan_group;Emirate;;;;;;;;;;;;;x
kingdom_arabyan_group;Sultanate;;;;;;;;;;;;;x
empire_arabyan_group;Caliphate;;;;;;;;;;;;;x
#City;;;;;;;;;;;;;;
city_baron_arabyan_group;Mir;;;;;;;;;;;;;x
city_count_arabyan_group;Sirdar;;;;;;;;;;;;;x
city_duke_arabyan_group;Wali-Emir;;;;;;;;;;;;;x
city_king_arabyan_group;Rais;;;;;;;;;;;;;x
city_emperor_arabyan_group;Grand Wali-Malik;;;;;;;;;;;;;x
city_barony_of_arabyan_group;City of;;;;;;;;;;;;;x
city_county_of_arabyan_group;Grand City of;;;;;;;;;;;;;x
city_duchy_of_arabyan_group;League of;;;;;;;;;;;;;x
city_kingdom_of_arabyan_group;Dominion of;;;;;;;;;;;;;x
city_empire_of_arabyan_group;Grand Dominion of;;;;;;;;;;;;;x
city_barony_arabyan_group;City;;;;;;;;;;;;;x
city_county_arabyan_group;Grand City;;;;;;;;;;;;;x
city_duchy_arabyan_group;League;;;;;;;;;;;;;x
city_kingdom_arabyan_group;Dominion;;;;;;;;;;;;;x
city_empire_arabyan_group;Grand Dominion;;;;;;;;;;;;;x
##Ramaccan;;;;;;;;;;;;;;
#Barony;;;;;;;;;;;;;;
baron_ramaccan;Timariot;;;;;;;;;;;;;x
baron_female_ramaccan;Timariota;;;;;;;;;;;;;x
count_ramaccan;Bey;;;;;;;;;;;;;x
count_female_ramaccan;Bayan;;;;;;;;;;;;;x
barony_of_ramaccan;Timar of;;;;;;;;;;;;;x
county_of_ramaccan;Beylik of;;;;;;;;;;;;;x
barony_ramaccan;Timar;;;;;;;;;;;;;x
county_ramaccan;Beylik;;;;;;;;;;;;;x
##Wasai;;;;;;;;;;;;;;
#Barony;;;;;;;;;;;;;;
count_wasai;Farin;;;;;;;;;;;;;x
count_female_wasai;Farina;;;;;;;;;;;;;x
duke_wasai;Farbas;;;;;;;;;;;;;x
duke_female_wasai;Farba;;;;;;;;;;;;;x
king_wasai;Mansa;;;;;;;;;;;;;x
king_female_wasai;Mansina;;;;;;;;;;;;;x
county_of_wasai;Wilayah of;;;;;;;;;;;;;x
county_wasai;Wilayah;;;;;;;;;;;;;x
##Bayaji;;;;;;;;;;;;;;
#Barony;;;;;;;;;;;;;;
count_bayaji;Farin;;;;;;;;;;;;;x
count_female_bayaji;Farina;;;;;;;;;;;;;x
duke_bayaji;Farbas;;;;;;;;;;;;;x
duke_female_bayaji;Farba;;;;;;;;;;;;;x
king_bayaji;Mansa;;;;;;;;;;;;;x
king_female_bayaji;Mansina;;;;;;;;;;;;;x
county_of_bayaji;Wilayah of;;;;;;;;;;;;;x
county_bayaji;Wilayah;;;;;;;;;;;;;x
###Kurgan Group;;;;;;;;;;;;;;
#Tribal;;;;;;;;;;;;;;
tribal_baron_kurgan_group;Chieftain;;;;;;;;;;;;;x
tribal_baron_female_kurgan_group;Chieftess;;;;;;;;;;;;;x
tribal_count_kurgan_group;Tarkan;;;;;;;;;;;;;x
tribal_count_female_kurgan_group;Tarkanum;;;;;;;;;;;;;x
tribal_duke_kurgan_group;Beg;;;;;;;;;;;;;x
tribal_duke_female_kurgan_group;Begum;;;;;;;;;;;;;x
tribal_king_kurgan_group;Zar;;;;;;;;;;;;;x
tribal_king_female_kurgan_group;Zarina;;;;;;;;;;;;;x
tribal_emperor_kurgan_group;Great Zar;;;;;;;;;;;;;x
tribal_emperor_female_kurgan_group;Great Zarina;;;;;;;;;;;;;x
tribal_barony_of_kurgan_group;Chiefdom of;;;;;;;;;;;;;x
tribal_county_of_kurgan_group;Tarkanate of;;;;;;;;;;;;;x
tribal_duchy_of_kurgan_group;Begzate of;;;;;;;;;;;;;x
tribal_kingdom_of_kurgan_group;Zardom of;;;;;;;;;;;;;x
tribal_empire_of_kurgan_group;Great Zardom of;;;;;;;;;;;;;x
tribal_barony_kurgan_group;Chiefdom;;;;;;;;;;;;;x
tribal_county_kurgan_group;Tarkanate;;;;;;;;;;;;;x
tribal_duchy_kurgan_group;Begzate;;;;;;;;;;;;;x
tribal_kingdom_kurgan_group;Zardom;;;;;;;;;;;;;x
tribal_empire_kurgan_group;Great Zardom;;;;;;;;;;;;;x
#Barony;;;;;;;;;;;;;;
baron_kurgan_group;Chieftain;;;;;;;;;;;;;x
baron_female_kurgan_group;Chieftess;;;;;;;;;;;;;x
count_kurgan_group;Tarkan;;;;;;;;;;;;;x
count_female_kurgan_group;Tarkanum;;;;;;;;;;;;;x
duke_kurgan_group;Beg;;;;;;;;;;;;;x
duke_female_kurgan_group;Begum;;;;;;;;;;;;;x
