EVTOPTBasur12;Shame befall upon him.;;;;;;;;;;;;;;x
EVTDESCasur11001;The Dragon Princes have decided that is in the best interest of Ulthuan for its rule to be passed over to [From.GetFirstName] after the ignominious departure of the last Phoenix King.;;;;;;;;;;;;;;x
EVTOPTAasur11001;But I'm the rightful heir!;;;;;;;;;;;;;;
EVTDESCasur13;Some elves believe the Asur should detach themselves from the corruption of the outside world, others that it is their duty to lead lesser species away from evil.;;;;;;;;;;;;;;
EVTOPTAasur13;We need to protect Ulthuan.;;;;;;;;;;;;;;
EVTOPTBasur13;We need to protect the World.;;;;;;;;;;;;;;
asurpolitical_stand;Take a political stance;;;;;;;;;;;;;;
asurpolitical_stand_desc;Every Elf in Ulthuan has their personal opinion over whether Asur should involve themselves in the affairs of the outside world or not. What's yours?;;;;;;;;;;;;;;
faction_isolationist_elves;Isolationists;;;;;;;;;;;;;;
faction_isolationist_elves_title;Isolationists;;;;;;;;;;;;;;
faction_isolationist_elves_desc;It is a common stance in Ulthuan for Elves to preach a detachment from the rest of the world, to prevent corruption from pouring in. Going against this traditional way of thinking is not well thought of among some Princes.;;;;;;;;;;;;;;
faction_isolationist_elves_ultimatum;Demand liege to close borders;;;;;;;;;;;;;;
faction_isolationist_elves_ultimatum_desc;Ulthuan should not meddle with other lesser cultures. It is time for the Phoenix King to accept that.;;;;;;;;;;;;;;
EVTDESCasur14;I am afraid the Faction I represent must insist on changing the current political stance of Ulthuan regarding the outside world. We are fully prepared to take up arms should you refuse, and rest assured, we have enough men to enforce our just demand and finally guarantee the safety and purety of the blood of Asur...\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;;
EVTOPTAasur14;Very well.;;;;;;;;;;;;;;
EVTOPTBasur14;This is not what I command!;;;;;;;;;;;;;;
EVTDESCasur15;Your shameful attempt at blackmail has not succeeded. No matter how many corrupted souls you have enticed to help carry out your plan I will not give in without a fight. Ulthuan has been secluded for far too long!\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;;
EVTOPTAasur15;Then war it is!;;;;;;;;;;;;;;
EVTDESCasur16;I saw the error of my ways and understood what is best for the Asur. I will issue a formal declaration disallowing further interaction with the outside world.\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;;
EVTOPTAasur16;Excellent.;;;;;;;;;;;;;;
EVTDESCasur17;Rather than letting civil war tear the realm apart, [From.GetTitledName] has agreed to change [From.GetHerHis] stance on external politics. Your valuable support in this conflict will not be forgotten.\n\nSincerely,\n[FromFrom.GetTitledName];;;;;;;;;;;;;;
EVTOPTAasur17;Good.;;;;;;;;;;;;;;
EVTDESCasur18;[From.GetTitledName] has agreed to the demands of the Isolationist Party.;;;;;;;;;;;;;;
EVTOPTAasur18;I see...;;;;;;;;;;;;;;
change_political_stance_desc;§Y$CLAIMANT$§! can declare war to close the borders of Ulthuan;;;;;;;;;;;;;;
CB_NAME_POLITICAL_STANCE;Change Isolationist Policy;;;;;;;;;;;;;;
WAR_NAME_POLITICAL_STANCE;$ORDER$$SECOND_ADJ$ Civil War to change isolationist policy;;;;;;;;;;;;;;
faction_interventionist_elves;Interventionists;;;;;;;;;;;;;;
faction_interventionist_elves_title;Interventionists;;;;;;;;;;;;;;
faction_interventionist_elves_desc;Some in Ulthuan agree it is the sacred duty of the Asur, as the superior kin, to act as guardians and protectors to the lesser races, to keep the world safe from corruption.;;;;;;;;;;;;;;
faction_interventionist_elves_ultimatum;Demand liege to open borders;;;;;;;;;;;;;;
faction_interventionist_elves_ultimatum_desc;Ulthuan should not cower away from the world, hopelessly leaving the other races to their own limited means. It is time for the Phoenix King to accept that.;;;;;;;;;;;;;;
EVTDESCasur21;I am afraid the Faction I represent must insist on changing the current political stance of Ulthuan regarding the outside world. We are fully prepared to take up arms should you refuse, and rest assured, we have enough men to enforce our just demand and finally lead Ulthuan outside of this obnoxious stagnation.\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;;
EVTOPTAasur21;Very well.;;;;;;;;;;;;;;
EVTOPTBasur21;This is not what I command!;;;;;;;;;;;;;;
EVTDESCasur22;Your shameful attempt at blackmail has not succeeded. No matter how many corrupted souls you have enticed to help carry out your plan I will not give in without a fight. Ulthuan needs not to meddle in the affairs of shortlived barbarians!\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;;
EVTOPTAasur22;Then war it is!;;;;;;;;;;;;;;
EVTDESCasur23;I saw the error of my ways and understood what is best for the Asur. I will issue a formal declaration allowing interactions with the outside world.\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;;
EVTOPTAasur23;Excellent.;;;;;;;;;;;;;;
EVTDESCasur24;Rather than letting civil war tear the realm apart, [From.GetTitledName] has agreed to change [From.GetHerHis] stance on external politics. Your valuable support in this conflict will not be forgotten.\n\nSincerely,\n[FromFrom.GetTitledName];;;;;;;;;;;;;;
EVTOPTAasur24;Good.;;;;;;;;;;;;;;
EVTDESCasur25;[From.GetTitledName] has agreed to the demands of the Interventionist Party.;;;;;;;;;;;;;;
EVTOPTAasur25;I see...;;;;;;;;;;;;;;
phoenix_asurpolitical_stand;Change political stand;;;;;;;;;;;;;;
phoenix_asurpolitical_stand_desc;As Phoenix King, you are allowed to switch the foreign policy of Ulthuan depending on your preference.;;;;;;;;;;;;;;
EVTDESCasur19;Ulthuan no longer recognizes the plea of the outside world, giving paramount importance to the prosperity of the Asur over all.;;;;;;;;;;;;;;
EVTOPTAasur19;Ok.;;;;;;;;;;;;;;
EVTDESCasur20;Ulthuan recognizes its role as the sole protector of the whole world.;;;;;;;;;;;;;;
EVTOPTAasur20;Ok.;;;;;;;;;;;;;;
coastal_elf_colonization_desc;§Y$CLAIMANT$§! can declare war to colonize new lands outside of Ulthuan, ridding them of corrupt or otherwise barbaric influences. Colonies increase elven influence over the world, but can be expensive to maintain.;;;;;;;;;;;;;;
CB_NAME_ELF_COLONIZATION;Asur Colonization of [Title.GetBaseName];;;;;;;;;;;;;;
WAR_NAME_ELF_COLONIZATION;$ORDER$$SECOND_ADJ$ Elven Colonization of $OTHER_TITLE$;;;;;;;;;;;;;;
EVTDESCasur26;Now that the land has been freed from uncivilized indigenous barbarians, it can be assigned to a proper well-bred elven legate, to colonize it.;;;;;;;;;;;;;;
EVTOPTAasur26;Excellent.;;;;;;;;;;;;;;
donated_to_ulthuan;Donation to Ulthuan;;;;;;;;;;;;;;
donated_to_ulthuan_desc;This colony has recently gave tribute to Ulthuan.;;;;;;;;;;;;;;
opinion_funded_colony;Funded Colony;;;;;;;;;;;;;;
opinion_abandoned_colony;Abandoned Colony;;;;;;;;;;;;;;
opinion_paid_for_colony;Paid for Colony;;;;;;;;;;;;;;
opinion_colonial_tribute;Colonial Tribute;;;;;;;;;;;;;;
opinion_witheld_tribute;Withheld Tribute;;;;;;;;;;;;;;
opinion_asked_assistance;Asked Assistance;;;;;;;;;;;;;;
inland_elf_colonization_desc;§Y$CLAIMANT$§! can declare war to expand the Asur's influence in foreign lands, ridding them of corrupt or otherwise barbaric influences.;;;;;;;;;;;;;;
CB_NAME_ELF_COLONIZATION_2;Asur Colonization of [Title.GetBaseName];;;;;;;;;;;;;;
WAR_NAME_ELF_COLONIZATION_2;$ORDER$$SECOND_ADJ$ Elven Colonization of $OTHER_TITLE$;;;;;;;;;;;;;;
EVTDESCasur29;The appointed ruler of your newly acquired land abroad has sent word that [From.GetSheHe] needs funds to start the project of colonization.;;;;;;;;;;;;;;
EVTOPTAasur29;I will pay for it myself.;;;;;;;;;;;;;;
EVTOPTBasur29;All the Princes of Ulthuan should contribute.;;;;;;;;;;;;;;
EVTOPTCasur29;We cannot spare resources.;;;;;;;;;;;;;;
EVTDESCasur30;As customary, the Phoenix King has sent troops and resources to help start up the colonization process.;;;;;;;;;;;;;;
EVTOPTAasur30;Excellent.;;;;;;;;;;;;;;
EVTDESCasur31;The Phoenix King has issued a special tax to fund the effort of Asur colonization abroad.;;;;;;;;;;;;;;
EVTOPTAasur31;I'll gladly pay it.;;;;;;;;;;;;;;
EVTOPTBasur31;Unspeakable waste!;;;;;;;;;;;;;;
EVTDESCasur32;Sadly, Ulthuan cannot spare resources to forward to your colony right now.;;;;;;;;;;;;;;
EVTOPTAasur32;Did they abandon us?;;;;;;;;;;;;;;
EVTDESCasur33;One of your colonies has reported a great victory for the Asur. As customary, they've sent a tribute containing a share of their spoils.;;;;;;;;;;;;;;
EVTOPTAasur33;I'll take them.;;;;;;;;;;;;;;
EVTOPTBasur33;All the Princes of Ulthuan who supported them should take a share.;;;;;;;;;;;;;;
EVTDESCasur34;News have reached you one of Ulthuan's colonies has reported a great victory. Even so, the Phoenix King withheld any profit of this success from the Dragon Princes.;;;;;;;;;;;;;;
EVTOPTAasur34;How dare [From.GetSheHe]!;;;;;;;;;;;;;;
EVTDESCasur35;News have reached you one of Ulthuan's colonies has reported a great victory. The Phoenix King has sent part of the profits to all those who supported elven intervention outside Ulthuan.;;;;;;;;;;;;;;
EVTOPTAasur35;Sublime.;;;;;;;;;;;;;;
EVTOPTBasur35;I suppose it's fair...;;;;;;;;;;;;;;
EVTDESCasur36;[From.GetTitledFirstName], owner of one of your colonies, has sent a large tribute to Ulthuan to confirm [From.GetHerHis] staunch dedication to the Crown.;;;;;;;;;;;;;;
EVTOPTAasur36;We graciously accept this tribute for ourselves.;;;;;;;;;;;;;;
EVTOPTBasur36;We shall share this tribute with all the Princes who support us.;;;;;;;;;;;;;;
EVTDESCasur37;News reached you one of Ulthuan's colonies has sent a large tribute to Ulthuan, but the Phoenix King seems to have withheld it all for [From.GetHerHim]self.;;;;;;;;;;;;;;
EVTOPTAasur37;How dare [From.GetSheHe]!;;;;;;;;;;;;;;
EVTDESCasur38;News have reached you one of Ulthuan's colonies has reported a great victory. The Phoenix King has sent part of the profits to all those who supported elven intervention outside Ulthuan.;;;;;;;;;;;;;;
EVTOPTAasur38;Sublime.;;;;;;;;;;;;;;
EVTOPTBasur38;I suppose it's fair...;;;;;;;;;;;;;;
donate_tribute_to_ulthuan;Donate to Ulthuan;;;;;;;;;;;;;;
donate_tribute_to_ulthuan_desc;Give a share of your profits to the ancestral homeland, so that the Phoenix King may look kindly upon you in your time of need.;;;;;;;;;;;;;;
opinion_colonial_war;Colonial War;;;;;;;;;;;;;;
opinion_joined_colony;Helped Colony;;;;;;;;;;;;;;
EVTDESCasur39;[From.GetTitledFirstName] sends a call for help to Ulthuan, for the Phoenix King to aid [From.GetHerHis] colony in the time of need.;;;;;;;;;;;;;;
EVTOPTDasur39;Ulthuan will join our brethren and fight alongside them!;;;;;;;;;;;;;;
EVTOPTAasur39;I will fund the colony's effort on my own.;;;;;;;;;;;;;;
EVTOPTBasur39;All the Princes shall provide help for our brethren abroad.;;;;;;;;;;;;;;
EVTOPTCasur39;We cannot spare resources right now.;;;;;;;;;;;;;;
EVTDESCasur40;Ulthuan has answered to your call for help, sending resources and soldiers to aid you in your time of need.;;;;;;;;;;;;;;
EVTOPTAasur40;Excellent.;;;;;;;;;;;;;;
EVTDESCasur41;One of Ulthuan's colonies is entangled in a war with an uncivilized kin. The Phoenix King has issued a special tax to help it in its struggle.;;;;;;;;;;;;;;
EVTOPTAasur41;I'll gladly pay it.;;;;;;;;;;;;;;
EVTOPTBasur41;Unspeakable waste!;;;;;;;;;;;;;;
EVTDESCasur42;The Phoenix King has decided it is not in the best interests of the Asur to aid you right now.;;;;;;;;;;;;;;
EVTOPTAasur42;Did they abandon us?;;;;;;;;;;;;;;
EVTDESCasur43;One of Ulthuan's colonies is entangled in a war with an uncivilized kin. The Phoenix King has declared to mobilize the entire Kingdom to help them.;;;;;;;;;;;;;;
EVTOPTAasur43;Let's march with them!;;;;;;;;;;;;;;
EVTOPTBasur43;Outrageous!;;;;;;;;;;;;;;
EVTDESCasur44;Quell your fears, for the Phoenix King has heard your call and all of Ulthuan shall come to aid you against your enemies.;;;;;;;;;;;;;;
EVTOPTAasur44;Praise the Gods!;;;;;;;;;;;;;;
call_ulthuan;Call Ulthuan;;;;;;;;;;;;;;
call_ulthuan_desc;As an Asuryan colony, you can plead the Phoenix King for help in any war against barbarians you may find entangled with.;;;;;;;;;;;;;;
forced_policy_ulthuan;Enforced Policy;;;;;;;;;;;;;;
forced_policy_ulthuan_desc;A princely coalition has recently forced the Phoenix King to change Ulthuan foreign policy. It would be unlikely for any noble to touch the issue for a while, for fear of destabilizing Ulthuan too much.;;;;;;;;;;;;;;
help_colony;Help Colony;;;;;;;;;;;;;;
help_colony_desc;You can assist your brethren abroad by joining in their struggle against lesser kins.;;;;;;;;;;;;;;
EVTDESCasur45;An Ulthuan Prince has decided to join your wars.;;;;;;;;;;;;;;
EVTOPTAasur45;Excellent.;;;;;;;;;;;;;;
opinion_abandoned_colony_prince;Ignored Colony;;;;;;;;;;;;;;
opinion_forced_policy;Forced Policy;;;;;;;;;;;;;;
plea_to_ulthuan;Plea to Ulthuan;;;;;;;;;;;;;;
plea_to_ulthuan_desc;Ulthuan's borders are currently closed. A large donation from a legitimate source could perhaps change the Phoenix King's mind?;;;;;;;;;;;;;;
EVTDESCasur46;A colony of Asur has sent a huge donation to Ulthuan, along with esteemed messengers pleading Ulthuan to re-open its borders to the Asur abroad.;;;;;;;;;;;;;;
EVTOPTAasur46;We accept this donation with an open mind and open gates.;;;;;;;;;;;;;;
EVTOPTBasur46;I'm afraid this still won't do.;;;;;;;;;;;;;;
opinion_opened_borders;Opened Borders;;;;;;;;;;;;;;
EVTDESCasur47;The messengers return with an envoy from Ulthuan: the Phoenix Prince was moved by your plead and has decided to reopen Ulthuan's shores.;;;;;;;;;;;;;;
EVTOPTAasur47;Finally!;;;;;;;;;;;;;;
EVTDESCasur48;Sadly, Ulthuan does not feel the world is worth saving, despite your efforts to convince them otherwise.;;;;;;;;;;;;;;
EVTOPTAasur48;What about my boatload of treasure?;;;;;;;;;;;;;;
restore_everqueendom;Restore Everqueen;;;;;;;;;;;;;;
restore_everqueendom_desc;Avelorn is traditionally held by the holy Everqueen. As the Phoenix King you can enforce the current holder to relinquish it and give it back to its rightful owner.;;;;;;;;;;;;;;
opinion_fled_debate;Refused Debate;;;;;;;;;;;;;;
opinion_fought_debate;Debated;;;;;;;;;;;;;;
recent_debate_timer;Recently Debated;;;;;;;;;;;;;;
declined_prestige_debate_timer;Declined Debate;;;;;;;;;;;;;;
recent_debate_victory;Recent Debate Victory;;;;;;;;;;;;;;
recent_debate_victory_desc;This character has recently won a fiery political debate.;;;;;;;;;;;;;;
EVTDESC_asurdebate_11000;[FromFrom.GetFirstName] had already voiced openly [FromFrom.GetHerHis] different opinions over Ulthuan's best interests, coming at odds with yours, but [FromFrom.GetSheHe] has now decided to publicly challenge you to a debate to defend your argument about foreign policy.;;;;;;;;;;;;;;
EVTOPTA_asurdebate_11000;You'll see the reason of my arguments.;;;;;;;;;;;;;;
EVTOPTB_asurdebate_11000;I have nothing to tell you.;;;;;;;;;;;;;;
EVTDESC_asurdebate_11001;[From.GetFirstName] has agreed to your challenge and will debate you with a jury of peers to determine the validity of the arguments of both parties.;;;;;;;;;;;;;;
EVTOPTA_asurdebate_11001;I will prevail.;;;;;;;;;;;;;;
EVTDESC_asurdebate_11002;The coward, [From.GetFirstName], has chosen to dismiss your arguments without a proper comeback and refusing to debate you.;;;;;;;;;;;;;;
EVTOPTA_asurdebate_11002;Of course, [From.GetSheHe] knows [From.GetSheHe]'s wrong.;;;;;;;;;;;;;;
EVTDESCA_asurdebate_11006;The noble and very selected crowd of Asur reunites on the public square to hear your case against interventionist policies and the comeback of your opponent. You spend hours going back and forth, going through hot topics and exchanging sharp questions about Ulthuan's future. In the end your opponent starts faltering, you press the validity of your position, putting forth arguments over the Sundering and on the ungratefulness of the lesser races. Both the crowd and your opponent finally recognize your stance as the more logical.;;;;;;;;;;;;;;
EVTDESCB_asurdebate_11006;The noble and very selected crowd of Asur reunites on the public square to hear your case against isolationist policies and the comeback of your opponent. You spend hours going back and forth, going through hot topics and exchanging sharp questions about Ulthuan's future. In the end your opponent starts faltering, you press the validity of your position, putting forth arguments over the growing threats in the North and the burden of the High Elf. Both the crowd and your opponent finally recognize your stance as the more logical.;;;;;;;;;;;;;;
EVTDESCC_asurdebate_11006;The noble and very selected crowd of Asur reunites on the public square to hear you defend the isolationist policy against your opponent. You spend hours going back and forth, going through hot topics and exchanging sharp questions about Ulthuan's future. In the end your opponent starts faltering, you press the validity of your position, putting forth arguments over the Sundering and on the ungratefulness of the lesser races. Both the crowd and your opponent finally recognize your stance as the more logical.;;;;;;;;;;;;;;
EVTDESCD_asurdebate_11006;The noble and very selected crowd of Asur reunites on the public square to hear you defend the interventionist policy against your opponent.You spend hours going back and forth, going through hot topics and exchanging sharp questions about Ulthuan's future. In the end your opponent starts faltering, you press the validity of your position, putting forth arguments over the growing threats in the North and the burden of the High Elf. Both the crowd and your opponent finally recognize your stance as the more logical.;;;;;;;;;;;;;;
EVTOPTA_asurdebate_11006;The truth prevails.;;;;;;;;;;;;;;
EVTDESCA_asurdebate_11007;The noble and very selected crowd of Asur reunites on the public square to hear your case against interventionist policies and the comeback of your opponent. You spend hours going back and forth, going through hot topics and exchanging sharp questions about Ulthuan's future. Yet, in the end, you start seeing the validity of many points made by your adversary. In the end you have no arguments left to counteract your opponent with and are forced to agree Ulthuan would benefit from closing its borders to the lesser kins.;;;;;;;;;;;;;;
EVTDESCB_asurdebate_11007;The noble and very selected crowd of Asur reunites on the public square to hear your case against isolationist policies and the comeback of your opponent. You spend hours going back and forth, going through hot topics and exchanging sharp questions about Ulthuan's future.  Yet, in the end, you start seeing the validity of many points made by your adversary. In the end you have no arguments left to counteract your opponent with and are forced to agree Ulthuan would benefit from being more invested in the outside world.;;;;;;;;;;;;;;
EVTOPTA_asurdebate_11007;Was I wrong all along?;;;;;;;;;;;;;;
EVTDESCA_asurdebate_11009;The noble and very selected crowd of Asur reunites on the public square to hear your case against interventionist policies and the comeback of your opponent. You spend hours going back and forth, going through hot topics and exchanging sharp questions about Ulthuan's future. The sun goes down, some in the public start to go back to their homes, yet no consensus has been reached. By the time the dawn has come, the only thing you and your opponent can agree on is how much you despise each other.;;;;;;;;;;;;;;
EVTDESCB_asurdebate_11009;The noble and very selected crowd of Asur reunites on the public square to hear your case against isolationist policies and the comeback of your opponent. You spend hours going back and forth, going through hot topics and exchanging sharp questions about Ulthuan's future. The sun goes down, some in the public start to go back to their homes, yet no consensus has been reached. By the time the dawn has come, the only thing you and your opponent can agree on is how much you despise each other.;;;;;;;;;;;;;;
EVTOPTA_asurdebate_11009;How can you be SO stubborn!?!;;;;;;;;;;;;;;
debate_tooltip_fought_before;Has not recently debated;;;;;;;;;;;;;;
asur_debate_decision;Debate;;;;;;;;;;;;;;
asur_debate_decision_desc;Asur nobles are used to endlessly debating over the vital role Ulthuan should have in the grand scheme of things.;;;;;;;;;;;;;;
debate_tooltip_recent_debate;Has not recently won a debate;;;;;;;;;;;;;;
debate_title;Public Debate;;;;;;;;;;;;;;
refused_debate_result;Refused Debate Result;;;;;;;;;;;;;;
refused_debate_result_desc;This character was soundly defeated in a public debate, but, rather than accepting defeat, clung irrationally to their beliefs.;;;;;;;;;;;;;;
EVTOPTB_asurdebate_11007;No, I can't be wrong! You lie!;;;;;;;;;;;;;;
EVTDESC_asurdebate_11010;Despite being soundly defeated, your opponent still refuses to accept the reality of Ulthuan.;;;;;;;;;;;;;;
EVTOPTA_asurdebate_11010;Pathetic...;;;;;;;;;;;;;;
EVTOPTAasur11001;Pretenders!;;;;;;;;;;;;;;
EVTDESCA_spleasure2;You've always prized your impeccable poetic skills. Yet, as of late, you've had more and more trouble with inspiration. It's so hard to think of something meaningful any more, it seems like all the greatest, most sublime topics have already been exhausted by Ulthuan's long list of esteemed composers.;;;;;;;;;;;;;;
EVTDESCB_spleasure2;You've always prized your impeccable poetic skills. Yet, as of late, you've had more and more trouble with inspiration. The dreaded fear and cold sophistication of Druchii architecture and the damp forests of Naggaroth can only be applied for so long after all...;;;;;;;;;;;;;;
EVTOPTAspleasure2;Maybe I could try and take... something... to enhance my point of view?;;;;;;;;;;;;;;
EVTOPTBspleasure2;It is said suffering helps the poet...;;;;;;;;;;;;;;
EVTOPTCspleasure2;I'm sure I'll find something, eventually.;;;;;;;;;;;;;;
EVTDESCA_spleasure3;It's not easy to find certain philtres in Ulthuan, but alchemist have to use all sorts of reagents for their experiments. In the end you were able to find and make use of what you needed. The thrill itself was enough to tingle your senses, but the experience right after was something indescribable.;;;;;;;;;;;;;;
EVTDESCB_spleasure3;The New World is filled with strange plants and fungi used for certain rituals, it didn't take long for you to find what you needed. In the end you were able to find and make use of what you needed. The thrill itself was enough to tingle your senses, but the experience right after was something indescribable.;;;;;;;;;;;;;;
EVTOPTAspleasure3;I can touch the Winds of Magic!;;;;;;;;;;;;;;
EVTDESCA_spleasure4;You spend sometime wondering the moral ramifications of your action, but in the end, you agree with yourself it can be an enriching experience. As you observe life slowly dripping away from your wrists, it gives you an unfathomable new sensation. When you finally press the wound closed, what you've lost in blood, you've gained tenfold in inspiration.;;;;;;;;;;;;;;
EVTDESCB_spleasure4;It's not something unheard of amongst Khaine followers after all. As you observe life slowly dripping away from your wrists gives you an unfathomable new sensation. When you finally press the wound closed, what you've lost in blood, you've gained tenfold in inspiration.;;;;;;;;;;;;;;
EVTOPTAspleasure4;What if I used it instead of ink? How deep!;;;;;;;;;;;;;;
EVTDESCA_spleasure5;You can see the hordes of daemonic hordes riding over your fingers. They are so distinct... Yet they're fading away already, you need more stuff. You can't come unprepared when they come back.;;;;;;;;;;;;;;
EVTOPTAspleasure5;They're still on my hand!;;;;;;;;;;;;;;
EVTDESCA_spleasure6;You could have touched the heavenly figure, it was right in front of you, so alluring... Yet now she has disappeared, you need more stuff. Reality has become so dull.;;;;;;;;;;;;;;
EVTOPTAspleasure6;Where's my dust?;;;;;;;;;;;;;;
EVTDESCA_spleasure7;You pick a fruit from the heavenly garden, yet, when put it between your lips it turns into your finger. The effects are fading again, you need more stuff. Reality has become so dull.;;;;;;;;;;;;;;
EVTOPTAspleasure7;Where did I leave it?;;;;;;;;;;;;;;
EVTDESCA_spleasure8;Your multiple experiences really opened your mind, you can see things in such a broad spectrum. As long as you take more of the stuff.;;;;;;;;;;;;;;
EVTOPTAspleasure8;Yes, yes, I see all now.;;;;;;;;;;;;;;
EVTDESCA_spleasure9;It took you a while to notice, but as got out of your drug-induced trance, you glanced at the servant peeling from the curtains, spying on you.;;;;;;;;;;;;;;
EVTOPTAspleasure9;He can join me, there's enough of it for two.;;;;;;;;;;;;;;
EVTOPTBspleasure9;Want to see something? *Grab him*;;;;;;;;;;;;;;
EVTOPTCspleasure9;Maybe it's time to stop with this...;;;;;;;;;;;;;;
EVTDESCA_spleasure10;The servants appears scared at first, but, once you force him to inhale some of your ailment, he calms himself, happily joining you. The experience is even better with someone else, maybe you should convince more people to join in the future...;;;;;;;;;;;;;;
EVTOPTAspleasure10;Yes, just let your mind roam...;;;;;;;;;;;;;;
EVTTOOLTIPspleasure10;[Root.GetFirstName] unlocked the targeted decision 'Twist'.;;;;;;;;;;;;;;
EVTDESCA_spleasure11;You drag the servant on the floor and choke him into your last bag of dust, leaving him shaking and choking. After some time, he finally stops, dead.;;;;;;;;;;;;;;
EVTOPTAspleasure11;How do you like that? What is your *soul* seeing?;;;;;;;;;;;;;;
EVTDESCA_spleasure12;Each day you give thanks for the inspiration that has led you thus far but although you still feel the thrill when pain dances across your flesh, as time goes on you long to feel something even harsher. As you wonder this things, you find yourself soothed by the chirping of a lovely songbird scampering near your window. For a while you simply delight in its song but eventually your thoughts begin to turn and you start to wonder if perhaps you could inspire it to even greater heights of artistry. How much more beautiful and moving would it be if he went to the same suffering as you subordinate yourself to...;;;;;;;;;;;;;;
EVTOPTAspleasure12;I must know!;;;;;;;;;;;;;;
EVTOPTBspleasure12;That's base, I'll cleanse this thought from my flesh!;;;;;;;;;;;;;;
EVTOPTCspleasure12;That's enough, never again.;;;;;;;;;;;;;;
